pseudoword,syllable_length,source_method,pronounceability_note,corpus_match_status,review_status,notes
giự thún nhệp tỏc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chớng chẹc ẻp ngỵc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
dạp chủc đânh giêch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
giơng mă tọc vổ,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
dợc sốn phểp mụng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
phựnh vựch ịnh tỏc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chợm vỉnh vỉch gẩng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
tẩng phậm thíu ngệt,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
réc giểt vợnh quơnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
rảo nủnh rựn dởn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngéng hảt phóc chắm,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
phệc ghểt ngê đợ,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mẳm mử phăc xợn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
gỏc bẩng xởt giơn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
xấch vơt quểch gụp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đảp vẳm lợnh ghệ,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
quă quín nhônh dắng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
giợt vậm chựm mủt,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
cúnh nghẹm hýn ngíc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
sý kệp ỵnh giýt,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ghýt ngẹ chât chêch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
vểp rẹn phỷn nghỵnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chấch mểch cửp nhọch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
quẳp lấ nựt giặp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
sổm rếp quịch phíc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
